time,.data
2025/09/16/14:21:11.500308,"(1.855400577841551, 1.357995529322742, -1.041527622475994, -2.036337719513627)"
2025/09/16/14:21:11.600261,"(2.2221096494331336, 1.561915943055824, -0.884536522400357, -2.204923935155013)"
2025/09/16/14:21:11.700256,"(2.65243959034229, 1.7248384050505403, -0.34512351560640486, -2.2003258861898765)"
2025/09/16/14:21:11.800290,"(2.515747715899712, 1.9975183832050143, -0.7682431297925474, -1.8047017951819584)"
2025/09/16/14:21:11.900272,"(2.570275792869404, 1.7480578980485624, -0.15719959112168636, -1.8016353807633825)"
2025/09/16/14:21:12.000277,"(1.990774512848057, 1.5014081309751472, -0.47374886618264517, -1.4524816299284122)"
2025/09/16/14:21:12.100428,"(2.9672189618447713, 2.2586102949819513, -0.4995467298493019, -1.916764063689045)"
2025/09/16/14:21:12.200472,"(2.773859334240682, 2.3056271547476723, -0.6952679758482414, -1.6317323348341362)"
2025/09/16/14:21:12.300294,"(2.471300907224581, 2.052482480227572, -0.4199282440924065, -1.2575650980863906)"
2025/09/16/14:21:12.401127,"(2.7448669294827113, 2.4140494335055416, -0.6184137185524804, -1.2800487105068186)"
2025/09/16/14:21:12.500289,"(2.197817149537537, 2.310739380904438, -1.1080856676618136, -0.8822412049281182)"
2025/09/16/14:21:12.605445,"(3.008463645435152, 3.063235751320036, -1.1807487547246385, -1.07120454294561)"
2025/09/16/14:21:12.700283,"(2.7542340769445857, 2.99813045147, -1.3822877027274891, -0.8944949536766958)"
2025/09/16/14:21:12.800290,"(2.532400408821513, 2.7938240568547954, -1.4590527399212023, -0.9362054438546287)"
2025/09/16/14:21:12.900369,"(2.1182107243887915, 2.490861828911363, -1.3336893572238417, -0.5883871481786893)"
2025/09/16/14:21:13.000506,"(2.2416352721356834, 2.9742927158421684, -1.7348792041780803, -0.2695643167397394)"
2025/09/16/14:21:13.100276,"(2.0541899112102535, 2.663196064713638, -1.9847936796508527, -0.7667813726441011)"
2025/09/16/14:21:13.200264,"(2.445990356594509, 2.82360193018437, -1.537313335953919, -0.7820901887742252)"
2025/09/16/14:21:13.300313,"(2.615663979840085, 3.124763898652582, -1.5003695201441631, -0.4821696824996804)"
2025/09/16/14:21:13.400276,"(2.3775574104494885, 2.5519588232967485, -1.2545413610574119, -0.9057385353628902)"
2025/09/16/14:21:13.500288,"(2.557394730691554, 2.638095686841671, -0.7591037364790897, -0.597701824179009)"
2025/09/16/14:21:13.600281,"(2.2874837440591507, 2.4068797831609663, -1.125769068263323, -0.8869769900595508)"
2025/09/16/14:21:13.700279,"(2.4385779874584275, 2.365143254528162, -0.9610792361556155, -1.107948702016147)"
2025/09/16/14:21:13.800292,"(2.4056055458234438, 2.2338513270700178, -0.6770998786226626, -1.020608316129515)"
2025/09/16/14:21:13.900254,"(2.812247560408295, 1.9622902213144404, 0.3792892388054069, -1.3206254393823582)"
2025/09/16/14:21:14.000267,"(2.819232678065313, 1.9400525045469093, 0.724607492545916, -1.0337528544908618)"
2025/09/16/14:21:14.100273,"(2.6688301440625626, 1.771896249515741, 0.7293393054395121, -1.0645284836540947)"
2025/09/16/14:21:14.200289,"(2.639092798820317, 1.6674730967620417, 0.9152723711260153, -1.0279670329905266)"
2025/09/16/14:21:14.300297,"(2.5267342115221045, 1.0377921503433516, 1.5034308974653685, -1.474453224892232)"
2025/09/16/14:21:14.400260,"(2.4277483083760067, 1.1272326212191537, 1.7786434221066134, -0.8223879522068734)"
2025/09/16/14:21:14.500278,"(2.369705910554753, 1.0479913686438838, 1.5986936794782614, -1.0447354043434578)"
2025/09/16/14:21:14.600322,"(2.2745062667480767, 1.0367836929393612, 1.5409084271509133, -0.9345367204665489)"
2025/09/16/14:21:14.700301,"(1.8680517009211959, 0.5257033089273073, 1.6985846937289875, -0.9861120902587954)"
2025/09/16/14:21:14.800291,"(1.6745084944465702, 0.4450989505002828, 1.538621929380258, -0.9201971585123091)"
2025/09/16/14:21:14.900317,"(1.6815302514343036, 0.6399330942577907, 1.2110504383424492, -0.872143876010576)"
2025/09/16/14:21:15.000260,"(1.486558103438447, 0.35286325614639424, 0.8559568131294183, -1.4114328814547892)"
2025/09/16/14:21:15.100266,"(1.2836062202504874, 0.5387714987522467, 0.9516310464043711, -0.5380383965920104)"
2025/09/16/14:21:15.200280,"(1.0894516613177003, 0.23708791035066878, 0.7061392494661257, -0.9985882524679041)"
2025/09/16/14:21:15.300338,"(1.224110734260597, 0.7810836588435323, 0.5492613300160312, -0.33679282081804907)"
2025/09/16/14:21:15.400320,"(0.999690126948876, 0.4024300881734712, 0.4773105423606945, -0.7172095351901042)"
2025/09/16/14:21:15.500319,"(1.0293093086533458, 0.7943218669288504, 0.5220604357049027, 0.05208555225592415)"
2025/09/16/14:21:15.600298,"(0.8212897651538542, 0.6076876598549623, 0.6481048690565225, 0.22090065845873463)"
2025/09/16/14:21:15.700293,"(0.8361817430437245, 0.5376232497835138, 0.5358938659815123, -0.06122312053890938)"
2025/09/16/14:21:15.800345,"(1.0241403218087803, 0.7885061959002027, 0.6927732336442528, 0.22150498182709288)"
2025/09/16/14:21:15.900310,"(0.9607891644622993, 0.9501482288545555, 0.4802654363601275, 0.4589835651446742)"
2025/09/16/14:21:16.000355,"(1.0838033233028994, 0.8648113898362393, 1.2883956342049276, 0.8504117672715772)"
2025/09/16/14:21:16.100298,"(0.9312315720334234, 0.7366147517544935, 1.121355343633104, 0.7321217030752519)"
2025/09/16/14:21:16.200243,"(0.6884562769169987, 0.1876745492532057, 1.1671080905828517, 0.165544635255215)"
2025/09/16/14:21:16.300412,"(0.8197496388738333, 0.5824837146646935, 1.146603569175954, 0.6720717207577304)"
2025/09/16/14:21:16.400283,"(0.809584199641237, 0.580234763828002, 0.9934065166036578, 0.5347076449771877)"
2025/09/16/14:21:16.500276,"(1.027235736197462, 0.6841825928451987, 1.2221096110737593, 0.5360033243692147)"
2025/09/16/14:21:16.600309,"(1.1857495253619763, 0.8086592976416971, 1.5153520166271717, 0.7611715611866141)"
2025/09/16/14:21:16.700269,"(1.0459484637304135, 0.4609401023306564, 1.529696855364347, 0.35968013256487513)"
